                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                0.87235,                 1.2443,                0.65919,                0.88683,                0.83315,                0.82874,                 0.8774,                0.67278,                0.83315,                0.82874,                0.87952,                0.62881,                0.86848,                 1.3087,                0.72906,                0.91882,              0.0012792,              0.0012792,              0.0012792
                     97,                0.85304,                 1.2315,                0.61553,                0.88272,                0.82272,                0.83925,                0.87331,                0.66826,                0.81761,                0.83577,                 0.8679,                 0.5952,                0.92009,                 1.3434,                0.69766,                0.92995,               0.001275,               0.001275,               0.001275
                     98,                0.84061,                 1.2247,                0.60757,                0.87457,                0.84688,                0.86335,                0.89401,                0.69145,                0.85076,                0.86697,                0.89461,                0.65026,                0.89582,                 1.2973,                0.66626,                0.93592,              0.0012709,              0.0012709,              0.0012709
                     99,                 0.8902,                  1.245,                0.63083,                 0.8936,                0.76637,                0.87357,                0.88515,                0.68743,                0.82114,                0.84808,                0.90092,                0.63702,                0.92592,                 1.3285,                0.69166,                0.94434,              0.0012668,              0.0012668,              0.0012668
                    100,                0.86855,                 1.2425,                0.62117,                 0.8884,                0.89143,                0.82871,                0.89933,                0.69014,                0.89143,                0.82871,                0.90446,                0.64722,                  0.937,                 1.3055,                0.68194,                0.93882,              0.0012627,              0.0012627,              0.0012627
                    101,                0.84274,                 1.1556,                0.61488,                 0.8766,                0.84466,                0.83919,                 0.8998,                0.69076,                0.85271,                0.84628,                0.90514,                0.64544,                0.88508,                 1.3037,                0.68128,                0.92415,              0.0012585,              0.0012585,              0.0012585
                    102,                0.85681,                  1.231,                 0.6229,                0.88409,                0.77622,                 0.8526,                0.86569,                0.65861,                0.79455,                0.86347,                0.87952,                0.59979,                0.90587,                  1.275,                0.75985,                0.92445,              0.0012544,              0.0012544,              0.0012544
                    103,                0.80787,                  1.144,                0.57684,                0.86647,                0.80283,                0.84809,                0.87552,                0.67056,                0.81102,                0.85534,                0.88589,                0.61707,                0.86034,                 1.2645,                0.70758,                0.91875,              0.0012503,              0.0012503,              0.0012503
                    104,                0.81913,                 1.1801,                0.60933,                0.87592,                0.80894,                0.83117,                0.88412,                0.68594,                0.81307,                0.83479,                0.88994,                0.61331,                0.91232,                 1.3319,                0.70632,                0.93208,              0.0012462,              0.0012462,              0.0012462
                    105,                0.87929,                 1.2802,                0.64238,                0.90521,                0.82139,                0.82706,                0.88527,                0.69428,                0.82139,                0.82706,                0.88418,                0.62094,                0.88815,                 1.2842,                0.71274,                0.92796,               0.001242,               0.001242,               0.001242
                    106,                0.82275,                 1.1836,                0.60153,                0.87221,                0.85808,                0.81774,                0.87111,                0.67149,                0.86733,                0.82451,                0.88509,                 0.6256,                  0.927,                 1.2893,                0.73186,                0.92871,              0.0012379,              0.0012379,              0.0012379
                    107,                0.81867,                 1.1725,                0.60833,                0.88888,                0.85548,                0.83146,                0.88395,                0.67269,                0.84167,                 0.8475,                0.88424,                0.62477,                0.96238,                 1.2559,                0.72228,                0.95139,              0.0012338,              0.0012338,              0.0012338
                    108,                0.83532,                  1.149,                0.58831,                0.87446,                 0.8592,                0.85127,                0.89565,                0.69198,                0.85911,                0.85523,                0.89698,                 0.6391,                0.88265,                 1.2749,                0.66161,                0.92455,              0.0012297,              0.0012297,              0.0012297
                    109,                0.83058,                 1.1661,                0.58818,                0.88222,                0.86391,                0.83949,                0.89519,                0.66695,                0.86469,                0.85501,                0.90243,                0.60879,                0.97266,                 1.4026,                0.68259,                0.93654,              0.0012255,              0.0012255,              0.0012255
                    110,                0.83959,                 1.1499,                0.60286,                0.90197,                0.86139,                 0.8741,                0.90552,                0.69389,                0.86748,                0.87661,                0.91008,                0.63678,                0.88608,                 1.3024,                0.66998,                0.92256,              0.0012214,              0.0012214,              0.0012214
                    111,                0.89208,                 1.2806,                0.61105,                0.87952,                 0.8246,                 0.8247,                0.88857,                0.68384,                0.81677,                0.81745,                 0.8785,                  0.611,                0.85889,                 1.2922,                0.68762,                0.92122,              0.0012173,              0.0012173,              0.0012173
                    112,                 0.8492,                 1.2217,                0.61493,                0.88722,                0.78848,                0.83201,                0.88887,                0.65872,                0.78099,                0.83215,                0.88538,                0.59902,                0.91732,                 1.3018,                0.73353,                0.92743,              0.0012132,              0.0012132,              0.0012132
                    113,                0.83317,                  1.233,                0.58726,                0.87971,                0.87058,                0.83573,                0.90255,                0.68293,                 0.8439,                0.84288,                0.89604,                 0.6241,                0.87348,                 1.2605,                0.65492,                0.91784,               0.001209,               0.001209,               0.001209
                    114,                0.87533,                 1.2145,                0.60988,                0.89864,                0.79953,                0.83908,                0.87911,                 0.6401,                0.80044,                0.83908,                 0.8815,                0.58687,                0.98954,                 1.3599,                0.74701,                0.93907,              0.0012049,              0.0012049,              0.0012049
                    115,                0.80489,                 1.1267,                0.59743,                0.87806,                0.84164,                0.87205,                0.89997,                 0.6835,                0.84189,                0.87139,                0.90107,                0.62084,                0.89527,                 1.3445,                0.66367,                0.93291,              0.0012008,              0.0012008,              0.0012008
                    116,                0.84782,                 1.2105,                0.59086,                0.87143,                0.86024,                0.83448,                0.90172,                0.66883,                0.85805,                0.83466,                0.90203,                0.61064,                0.93035,                 1.3502,                0.69764,                0.94095,              0.0011967,              0.0011967,              0.0011967
                    117,                0.81137,                 1.1281,                0.58667,                0.87469,                0.84727,                0.83268,                0.89747,                0.68844,                0.83396,                0.83448,                0.89928,                0.62529,                0.87408,                 1.2633,                0.67644,                0.92471,              0.0011925,              0.0011925,              0.0011925
                    118,                0.81233,                  1.139,                0.57464,                0.87661,                0.84306,                0.81776,                0.89156,                 0.6762,                0.86042,                0.83303,                0.91374,                0.63213,                0.89853,                 1.3452,                0.68101,                0.91784,              0.0011884,              0.0011884,              0.0011884
                    119,                0.79676,                 1.0958,                0.57621,                0.88531,                0.85429,                0.84706,                0.88824,                0.68465,                 0.8583,                0.85023,                0.90173,                0.62921,                0.87851,                 1.2782,                0.70148,                0.91575,              0.0011843,              0.0011843,              0.0011843
                    120,                0.83663,                 1.2115,                0.58547,                0.88079,                0.81634,                0.85437,                0.88454,                0.69145,                 0.8194,                 0.8465,                0.89013,                0.63419,                0.87203,                 1.2737,                0.67186,                0.91346,              0.0011802,              0.0011802,              0.0011802
                    121,                0.82327,                 1.1533,                0.60554,                 0.8848,                0.86647,                0.87186,                0.89498,                0.68746,                0.85665,                0.85012,                0.88871,                 0.6213,                0.91216,                  1.322,                 0.6394,                0.91647,               0.001176,               0.001176,               0.001176
                    122,                0.79178,                 1.1451,                0.55722,                 0.8733,                 0.8707,                0.84918,                0.90008,                0.70807,                0.88244,                 0.8585,                0.90105,                0.65054,                0.85094,                 1.2387,                 0.6202,                0.91278,              0.0011719,              0.0011719,              0.0011719
                    123,                0.81927,                  1.165,                0.57429,                0.86947,                0.89087,                0.82421,                0.89054,                0.70894,                0.90092,                 0.8427,                  0.903,                0.66212,                 0.8742,                 1.2461,                0.64166,                0.91786,              0.0011678,              0.0011678,              0.0011678
                    124,                0.85465,                  1.253,                0.59989,                0.88123,                0.83975,                0.82838,                0.87211,                0.68133,                0.85133,                0.84288,                0.89563,                0.62757,                0.91668,                 1.3051,                0.71605,                0.92735,              0.0011636,              0.0011636,              0.0011636
                    125,                0.83746,                 1.1516,                0.56874,                0.88183,                0.79803,                 0.8086,                0.86667,                0.67733,                0.83161,                0.84236,                0.90226,                0.63725,                0.90264,                 1.2899,                0.69629,                0.92462,              0.0011595,              0.0011595,              0.0011595
                    126,                0.83209,                 1.1661,                0.63239,                0.89466,                0.80645,                0.86957,                0.88475,                0.68233,                0.83953,                0.88043,                0.90322,                0.62524,                 0.9373,                 1.3261,                0.68758,                0.93262,              0.0011554,              0.0011554,              0.0011554
                    127,                 0.8236,                 1.1127,                0.56959,                 0.8796,                0.83782,                0.87548,                0.89702,                0.67205,                0.83782,                0.87548,                0.89919,                0.60806,                0.98768,                 1.3223,                0.66099,                0.95156,              0.0011513,              0.0011513,              0.0011513
                    128,                0.78626,                 1.1624,                0.55673,                 0.8818,                0.87806,                0.83925,                0.90421,                0.69892,                0.89952,                0.85737,                0.91414,                0.65445,                0.90239,                 1.2958,                0.62701,                0.94308,              0.0011471,              0.0011471,              0.0011471
                    129,                0.83056,                 1.2334,                0.59188,                0.87477,                0.87042,                0.83955,                0.90456,                0.68271,                0.87036,                0.83811,                0.90167,                0.61193,                 0.9419,                 1.3069,                0.64424,                0.94444,               0.001143,               0.001143,               0.001143
                    130,                0.79381,                 1.0807,                0.55055,                0.87541,                0.81534,                0.88043,                0.90141,                0.69045,                0.83061,                0.89493,                0.91332,                0.63387,                0.90309,                 1.2484,                0.64419,                0.92981,              0.0011389,              0.0011389,              0.0011389
                    131,                0.82402,                 1.1399,                0.58788,                0.87629,                 0.8548,                0.84173,                0.88728,                0.69145,                0.87507,                0.85984,                0.91363,                0.64086,                0.87818,                 1.2564,                0.64134,                0.93569,              0.0011348,              0.0011348,              0.0011348
                    132,                0.79747,                  1.098,                0.57769,                0.87078,                0.85253,                0.82838,                0.88551,                0.65844,                 0.8705,                0.84288,                0.90374,                0.61211,                0.91543,                 1.2951,                0.70296,                0.93719,              0.0011306,              0.0011306,              0.0011306
                    133,                0.80486,                 1.2108,                0.56795,                0.86685,                0.83981,                0.83563,                0.87874,                0.68199,                0.87612,                0.86092,                0.91904,                0.63059,                0.89045,                 1.3525,                0.66546,                0.92057,              0.0011265,              0.0011265,              0.0011265
                    134,                0.78441,                 1.1117,                0.52768,                0.85662,                0.87049,                 0.8567,                0.89554,                0.68502,                0.88218,                0.86099,                0.90903,                0.60816,                0.90021,                 1.2947,                0.65469,                 0.9169,              0.0011224,              0.0011224,              0.0011224
                    135,                0.80039,                 1.1685,                0.55044,                 0.8873,                0.82668,                 0.8751,                0.89547,                0.69748,                0.84437,                0.89263,                 0.9128,                  0.624,                0.87774,                 1.3296,                0.64213,                0.91749,              0.0011183,              0.0011183,              0.0011183
                    136,                0.82834,                   1.19,                0.56433,                0.86969,                0.84098,                0.85811,                 0.8936,                0.69681,                 0.8486,                0.86536,                0.90779,                0.63809,                0.86906,                 1.3226,                0.64849,                0.92836,              0.0011141,              0.0011141,              0.0011141
                    137,                0.80246,                 1.1248,                0.56814,                0.87838,                0.85879,                0.84336,                0.89199,                0.67831,                0.86674,                 0.8506,                0.89832,                0.62335,                0.92577,                  1.355,                0.67778,                0.94691,                0.00111,                0.00111,                0.00111
                    138,                0.77425,                  1.106,                0.55515,                0.86532,                0.84733,                0.84403,                0.89191,                0.68112,                 0.8584,                0.84403,                0.89729,                0.63292,                0.89706,                  1.301,                0.71811,                 0.9382,              0.0011059,              0.0011059,              0.0011059
                    139,                0.85697,                 1.2018,                0.65282,                0.89576,                0.85111,                0.82114,                0.89007,                 0.6737,                0.85992,                0.82838,                0.90053,                0.62174,                0.91607,                 1.3363,                0.68968,                0.94016,              0.0011018,              0.0011018,              0.0011018
                    140,                0.78324,                 1.1178,                 0.5341,                0.87332,                0.86575,                0.83577,                0.88483,                0.69501,                0.86118,                0.85375,                0.90387,                0.64906,                0.87974,                 1.2903,                0.66319,                0.93921,              0.0010976,              0.0010976,              0.0010976
                    141,                0.77493,                 1.1179,                0.54495,                0.87419,                0.87911,                0.82351,                0.88893,                 0.6797,                0.84626,                0.86412,                0.90128,                0.63141,                 0.9381,                 1.3097,                0.67373,                0.94771,              0.0010935,              0.0010935,              0.0010935
                    142,                0.81369,                 1.1489,                0.54989,                0.87952,                0.89754,                 0.8065,                0.89445,                0.68781,                0.90836,                0.81529,                0.90325,                0.61528,                 0.9268,                  1.264,                0.70311,                  0.953,              0.0010894,              0.0010894,              0.0010894
                    143,                 0.8139,                 1.1086,                0.55958,                0.87797,                0.87086,                0.83855,                0.90872,                  0.706,                0.87476,                0.84217,                0.91365,                0.66003,                0.91296,                 1.3142,                0.67351,                  0.942,              0.0010853,              0.0010853,              0.0010853
                    144,                0.83319,                  1.215,                0.62794,                0.88174,                0.80008,                 0.8526,                0.87885,                0.66656,                0.80369,                0.84173,                0.86789,                0.59521,                0.93852,                  1.388,                0.68241,                0.94336,              0.0010811,              0.0010811,              0.0010811
                    145,                0.78444,                 1.0672,                0.54877,                0.86758,                0.85227,                0.83866,                0.89229,                0.69563,                 0.8594,                0.84846,                0.89843,                0.64426,                0.88861,                  1.309,                0.65352,                0.93903,               0.001077,               0.001077,               0.001077
                    146,                0.76942,                 1.0795,                 0.5332,                0.86545,                0.85353,                0.85592,                 0.9066,                0.68818,                0.85756,                0.86156,                 0.9088,                0.64265,                0.93264,                  1.343,                0.67095,                0.94746,              0.0010729,              0.0010729,              0.0010729
                    147,                0.74119,                  1.088,                0.51927,                0.86704,                0.78149,                0.88998,                0.89663,                0.68037,                0.78801,                0.89723,                0.90288,                0.62154,                 0.9117,                 1.3243,                0.70156,                0.92473,              0.0010688,              0.0010688,              0.0010688
                    148,                 0.8109,                 1.1699,                0.56462,                0.88136,                 0.8283,                0.85127,                0.90546,                0.70151,                0.86295,                0.83987,                0.91934,                0.65346,                0.87123,                  1.308,                0.64599,                0.91666,              0.0010646,              0.0010646,              0.0010646
                    149,                0.78414,                 1.1252,                 0.5553,                0.87163,                0.88755,                0.81486,                0.90581,                0.69734,                0.89862,                0.82573,                0.91201,                0.64521,                 0.9057,                 1.2857,                0.64228,                0.92401,              0.0010605,              0.0010605,              0.0010605
                    150,                0.78507,                 1.1136,                0.52602,                0.87336,                0.84113,                0.86901,                0.91296,                0.70645,                0.86699,                0.87169,                0.91845,                0.64959,                 0.8724,                 1.2717,                0.62742,                 0.9208,              0.0010564,              0.0010564,              0.0010564
                    151,                0.78952,                 1.1385,                0.59195,                0.88907,                0.83628,                0.86824,                0.90989,                0.69963,                0.84744,                0.84765,                0.91114,                0.63627,                0.88683,                 1.2968,                0.64627,                0.91669,              0.0010523,              0.0010523,              0.0010523
                    152,                0.82537,                 1.1702,                0.55975,                0.87303,                0.83373,                0.81736,                0.89406,                0.68019,                0.85014,                0.82114,                 0.8987,                0.61853,                0.89275,                 1.3092,                0.68901,                0.91494,              0.0010481,              0.0010481,              0.0010481
                    153,                0.77225,                 1.0884,                0.56602,                0.86754,                0.87137,                0.82351,                0.90204,                0.68655,                0.87101,                0.83563,                0.91221,                0.63653,                0.88044,                 1.2729,                0.68519,                0.90969,               0.001044,               0.001044,               0.001044
                    154,                0.78791,                 1.1314,                0.53508,                0.86614,                0.84032,                  0.864,                0.90285,                0.68308,                0.83648,                0.86038,                0.89823,                0.59994,                0.87505,                 1.3019,                0.69744,                 0.9192,              0.0010399,              0.0010399,              0.0010399
                    155,                0.81175,                 1.1022,                0.57639,                0.87351,                 0.8529,                0.82476,                 0.9023,                0.69498,                0.80889,                0.87959,                0.90896,                0.62764,                0.87847,                 1.2749,                0.67533,                0.91944,              0.0010357,              0.0010357,              0.0010357
                    156,                0.78619,                 1.1015,                0.57099,                0.87862,                0.82389,                0.83704,                 0.8873,                0.69423,                0.82924,                0.85375,                 0.9016,                0.62061,                0.89595,                 1.2978,                0.68373,                0.92645,              0.0010316,              0.0010316,              0.0010316
                    157,                 0.7802,                 1.1167,                0.52848,                0.86689,                0.84093,                0.84173,                0.89813,                0.69743,                0.84957,                0.84897,                 0.9079,                0.62049,                0.89037,                 1.2796,                0.65919,                 0.9223,              0.0010275,              0.0010275,              0.0010275
                    158,                0.78121,                 1.1254,                0.53844,                0.86713,                0.86246,                 0.8526,                0.90267,                0.67923,                0.84862,                 0.8479,                0.89635,                0.60658,                0.95154,                 1.2623,                0.66767,                0.92356,              0.0010234,              0.0010234,              0.0010234
                    159,                0.73692,                 1.0503,                0.51649,                0.86529,                 0.8077,                0.85984,                0.87866,                0.68289,                0.81517,                0.86709,                0.89244,                0.62471,                0.87814,                 1.2463,                0.67314,                0.91488,              0.0010192,              0.0010192,              0.0010192
                    160,                0.79979,                 1.1153,                0.52651,                0.86313,                 0.8542,                0.81274,                0.86481,                0.65766,                0.85933,                0.81637,                0.87326,                0.59971,                0.92503,                 1.3232,                0.70536,                0.92749,              0.0010151,              0.0010151,              0.0010151
                    161,                0.77916,                  1.073,                0.52112,                0.86617,                0.82355,                0.82724,                0.87496,                0.66554,                0.82124,                0.83704,                0.88123,                0.59826,                0.91422,                  1.328,                0.71654,                0.92705,               0.001011,               0.001011,               0.001011
                    162,                0.75387,                 1.0989,                0.53628,                0.87053,                0.86246,                0.85191,                0.89756,                0.69497,                0.86905,                0.86329,                0.91147,                0.63287,                 0.8762,                 1.4013,                0.65836,                0.91958,              0.0010069,              0.0010069,              0.0010069
                    163,                0.74614,                 1.0918,                0.50851,                0.85768,                0.84504,                 0.8488,                0.89196,                0.70508,                0.85656,                0.85967,                0.90493,                0.64071,                0.84783,                 1.2594,                0.65535,                0.92026,              0.0010027,              0.0010027,              0.0010027
                    164,                0.71425,                 1.0441,                 0.4799,                0.84988,                0.82521,                 0.8875,                0.88566,                0.69209,                0.83198,                0.89475,                0.90551,                 0.6267,                0.89493,                  1.334,                0.66888,                0.92972,             0.00099862,             0.00099862,             0.00099862
                    165,                0.75027,                 1.0572,                0.50189,                0.86475,                0.81778,                0.86846,                0.87029,                0.67393,                0.83075,                0.86411,                0.89251,                0.60472,                0.92049,                 1.3181,                0.67095,                0.94626,             0.00099449,             0.00099449,             0.00099449
                    166,                0.74494,                 1.0626,                0.53254,                0.85588,                0.81577,                0.85127,                0.88393,                0.67872,                0.83179,                0.86577,                0.89867,                0.62269,                0.91935,                  1.313,                0.64773,                0.93881,             0.00099036,             0.00099036,             0.00099036
                    167,                0.70173,                 1.0251,                0.50396,                 0.8666,                0.86358,                0.84515,                0.89494,                0.70127,                0.86742,                0.84878,                0.90413,                0.63151,                0.88591,                 1.2529,                0.61745,                0.92883,             0.00098624,             0.00098624,             0.00098624
                    168,                0.78693,                 1.1148,                 0.5502,                0.86442,                0.82053,                0.88966,                0.91486,                0.70078,                0.82201,                0.89723,                0.92025,                0.64134,                0.92994,                 1.3091,                0.63761,                0.93889,             0.00098211,             0.00098211,             0.00098211
                    169,                0.75502,                 1.0906,                0.54593,                0.87001,                0.79834,                0.86436,                0.87995,                0.68908,                0.80234,                0.87681,                0.89662,                0.61936,                0.88723,                 1.2823,                0.67847,                0.93625,             0.00097799,             0.00097799,             0.00097799
                    170,                0.72043,                  1.031,                0.51649,                0.85716,                0.82766,                0.86447,                 0.8951,                  0.687,                 0.8297,                0.86853,                0.90385,                0.62937,                0.90296,                  1.288,                0.66055,                 0.9375,             0.00097386,             0.00097386,             0.00097386
                    171,                0.74134,                 1.0268,                 0.4948,                0.86171,                0.84983,                 0.8601,                0.90268,                0.69541,                0.85733,                0.86642,                0.90521,                0.62901,                0.88887,                 1.2845,                0.65353,                0.92616,             0.00096974,             0.00096974,             0.00096974
                    172,                0.74642,                 1.0986,                0.50243,                0.87586,                0.86118,                0.81274,                0.88121,                0.68361,                0.86587,                0.81637,                0.88371,                0.62263,                0.87088,                 1.3388,                0.66958,                 0.9276,             0.00096561,             0.00096561,             0.00096561
                    173,                0.73001,                 1.0531,                0.48151,                0.85626,                0.84345,                0.83811,                 0.8874,                0.68773,                0.85254,                0.84535,                0.89943,                0.63782,                0.86112,                 1.2476,                0.65466,                 0.9226,             0.00096148,             0.00096148,             0.00096148
