                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.74927,                  1.092,                0.55186,                0.87514,                0.79743,                0.79656,                0.83734,                 0.5843,                0.81388,                 0.8112,                 0.8534,                0.50628,                0.91375,                 1.2869,                0.70425,                0.93923,              0.0010576,              0.0010576,              0.0010576
                    108,                0.76887,                   1.08,                0.55574,                0.86064,                0.77042,                0.81396,                0.84029,                0.59137,                0.78437,                0.82376,                0.86804,                0.50692,                 0.8846,                 1.3281,                0.69943,                0.93915,              0.0010541,              0.0010541,              0.0010541
                    109,                0.75511,                 1.0832,                0.54671,                0.87086,                0.81687,                0.79866,                0.84394,                0.59248,                0.85351,                0.81675,                0.87722,                0.51191,                0.87859,                 1.2625,                0.67778,                0.93508,              0.0010506,              0.0010506,              0.0010506
                    110,                0.77352,                 1.0881,                0.56914,                0.88977,                0.87752,                0.76964,                0.86013,                 0.5726,                0.88425,                0.77454,                0.87065,                0.47379,                0.93559,                  1.366,                0.69933,                0.93651,               0.001047,               0.001047,               0.001047
                    111,                0.80499,                 1.1466,                0.58406,                0.87278,                0.79929,                0.78915,                0.84461,                0.59338,                0.80984,                0.79925,                0.85561,                 0.4969,                0.86141,                 1.3077,                0.71357,                0.93204,              0.0010435,              0.0010435,              0.0010435
                    112,                0.78615,                 1.0715,                0.59525,                0.87594,                0.85346,                0.77126,                0.82373,                 0.5716,                0.86613,                0.78763,                0.85247,                0.49176,                0.90326,                 1.3285,                0.70145,                0.92923,                0.00104,                0.00104,                0.00104
                    113,                0.77716,                 1.1078,                0.57454,                0.87413,                0.79904,                0.83312,                 0.8528,                0.58942,                0.81537,                0.85565,                0.86636,                 0.5128,                0.86475,                 1.2488,                0.66685,                0.93252,              0.0010364,              0.0010364,              0.0010364
                    114,                0.77789,                 1.1264,                0.62591,                0.88064,                0.80385,                0.83714,                0.84296,                0.57935,                0.83359,                0.83299,                0.86127,                0.51072,                0.86892,                 1.3029,                0.68412,                0.93791,              0.0010329,              0.0010329,              0.0010329
                    115,                0.73569,                 1.0119,                0.57716,                0.86952,                0.80716,                0.79836,                0.83956,                0.57707,                0.82653,                0.81836,                0.85861,                0.50132,                0.92537,                 1.3631,                 0.6984,                0.93857,              0.0010293,              0.0010293,              0.0010293
                    116,                0.76945,                 1.0705,                0.56921,                0.85701,                0.78788,                0.79394,                0.83345,                0.56779,                0.77837,                0.79084,                0.83513,                0.47545,                0.92126,                   1.48,                0.68582,                0.95354,              0.0010258,              0.0010258,              0.0010258
                    117,                0.78302,                 1.1278,                 0.5782,                0.88137,                0.76943,                0.80817,                0.83916,                0.57715,                0.76712,                0.80472,                0.84558,                0.49646,                0.94142,                 1.3285,                0.68613,                0.94911,              0.0010223,              0.0010223,              0.0010223
                    118,                0.75243,                 1.1064,                0.56101,                0.86576,                  0.775,                0.80063,                0.84184,                0.57643,                0.79976,                0.80356,                0.86338,                 0.5016,                0.93888,                 1.2879,                 0.6765,                0.95702,              0.0010187,              0.0010187,              0.0010187
                    119,                0.74191,                 1.0742,                0.54144,                0.87288,                0.78394,                0.76807,                0.80424,                0.55006,                0.80568,                0.78713,                0.82827,                0.48731,                0.92498,                 1.3627,                0.70462,                0.94535,              0.0010152,              0.0010152,              0.0010152
                    120,                0.76775,                 1.1247,                0.58222,                0.87134,                0.79019,                0.78212,                0.81903,                0.55979,                0.81772,                0.80838,                 0.8603,                 0.4844,                0.89326,                 1.2938,                0.69983,                0.95081,              0.0010117,              0.0010117,              0.0010117
                    121,                0.78362,                 1.0941,                0.55545,                0.88059,                0.82578,                0.77823,                 0.8372,                0.57628,                0.85462,                0.80326,                0.87638,                0.53902,                  0.951,                 1.3018,                0.65336,                0.96871,              0.0010081,              0.0010081,              0.0010081
                    122,                0.78896,                  1.079,                0.56177,                0.88457,                0.79895,                 0.8075,                0.83895,                0.58379,                 0.8147,                0.81955,                0.86571,                0.51755,                0.91034,                 1.3311,                0.65996,                0.95035,              0.0010046,              0.0010046,              0.0010046
